"bawah","5","Bahasa Batak Toba","Sumatera Utara"
"Bawang Merah","5","Bahasa Batak Toba","Sumatera Utara"
"Bawang Putih","5","Bahasa Batak Toba","Sumatera Utara"
"bayi","5","Bahasa Batak Toba","Sumatera Utara"
"beban","5","Bahasa Batak Toba","Sumatera Utara"
"bebas","5","Bahasa Batak Toba","Sumatera Utara"
"bekerja","5","Bahasa Batak Toba","Sumatera Utara"
"belajar","5","Bahasa Batak Toba","Sumatera Utara"
"belalang","5","Bahasa Batak Toba","Sumatera Utara"
"belanja","5","Bahasa Batak Toba","Sumatera Utara"
"belasan","5","Bahasa Batak Toba","Sumatera Utara"
"beli","5","Bahasa Batak Toba","Sumatera Utara"
"belum","5","Bahasa Batak Toba","Sumatera Utara"
"bencana","5","Bahasa Batak Toba","Sumatera Utara"
"benda","5","Bahasa Batak Toba","Sumatera Utara"
"bendera","5","Bahasa Batak Toba","Sumatera Utara"
"benih","5","Bahasa Batak Toba","Sumatera Utara"
"bentuk","5","Bahasa Batak Toba","Sumatera Utara"
"beradu","5","Bahasa Batak Toba","Sumatera Utara"
"beragam","5","Bahasa Batak Toba","Sumatera Utara"
"berair","5","Bahasa Batak Toba","Sumatera Utara"
"beraksi","5","Bahasa Batak Toba","Sumatera Utara"
"berang-berang","5","Bahasa Batak Toba","Sumatera Utara"
"berani","5","Bahasa Batak Toba","Sumatera Utara"
"berantakan","5","Bahasa Batak Toba","Sumatera Utara"
"berapa","5","Bahasa Batak Toba","Sumatera Utara"
"berapi","5","Bahasa Batak Toba","Sumatera Utara"
"berarti","5","Bahasa Batak Toba","Sumatera Utara"
"beras","5","Bahasa Batak Toba","Sumatera Utara"
"berat","5","Bahasa Batak Toba","Sumatera Utara"
"berayun","5","Bahasa Batak Toba","Sumatera Utara"
"berbagai","5","Bahasa Batak Toba","Sumatera Utara"
"berbagi","5","Bahasa Batak Toba","Sumatera Utara"
"berbahaya","5","Bahasa Batak Toba","Sumatera Utara"
"berbakti","5","Bahasa Batak Toba","Sumatera Utara"
"berbantah","5","Bahasa Batak Toba","Sumatera Utara"
"berbantahan","5","Bahasa Batak Toba","Sumatera Utara"
"berbarengan","5","Bahasa Batak Toba","Sumatera Utara"
"berbekal","5","Bahasa Batak Toba","Sumatera Utara"
"berbisnis","5","Bahasa Batak Toba","Sumatera Utara"
"berburu","5","Bahasa Batak Toba","Sumatera Utara"
"bercakap","5","Bahasa Batak Toba","Sumatera Utara"
"berceceran","5","Bahasa Batak Toba","Sumatera Utara"
"bercengkrama","5","Bahasa Batak Toba","Sumatera Utara"
"bercerai","5","Bahasa Batak Toba","Sumatera Utara"
"bercermin","5","Bahasa Batak Toba","Sumatera Utara"
"bercocok tanam","5","Bahasa Batak Toba","Sumatera Utara"
"berdasar","5","Bahasa Batak Toba","Sumatera Utara"
"berdecak","5","Bahasa Batak Toba","Sumatera Utara"
"berdekatan","5","Bahasa Batak Toba","Sumatera Utara"
